"gemeente"	"Amsterdamse code"	"begindatum"	"einddatum"	"CBS code"	"CBS code 1966"	"Wageningse code"	"Provincie"	"EGG"	"Corop"	"EUCLIDMIDX"	"EUCLIDMIDY"	"Wagextra"
"Schoondijke"	10189.00	1/1/1812 0:00:00	4/1/1970 0:00:00	706.00	706.00	9090.00	9.00	98.00	31.00	2673.00	37530.00	
"Schoonebeek"	10064.00	5/1/1884 0:00:00	1/1/1998 0:00:00	129.00	129.00	3010.00	3.00	15.00	8.00			
"Schoonhoven"	10980.00	1/1/1812 0:00:00	1/1/2009 0:00:00	608.00	608.00	8187.00	8.00	75.00	28.00	11826.00	43985.00	
"Schoonrewoerd"	10214.00	1/1/1812 0:00:00	1/1/1986 0:00:00	609.00	609.00	8105.00	8.00	78.00	30.00	13635.00	43822.00	
"Schoorl"	10627.00	1/1/1812 0:00:00	1/1/2001 0:00:00	444.00	444.00	7087.00	7.00	55.00	19.00	10695.00	52483.00	
"Schore"	10544.00	1/1/1812 0:00:00	1/1/1941 0:00:00	1172.00		9016.00	9.00	97.00		5825.00	38752.00	
"Schoten"	10382.00	5/1/1817 0:00:00	5/1/1927 0:00:00	1173.00		7129.00	7.00	60.00		10483.00	49157.00	
"Schoterland"	10680.00	10/1/1816 0:00:00	7/1/1934 0:00:00	1174.00		2022.00	2.00	9.00		19980.00	55388.00	
"Schouwen-Duiveland"	10843.00	1/1/1997 0:00:00	1/1/2009 0:00:00	1676.00			9.00					
"Schuddebeurs en Simonshaven"	10626.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1371.00		8228.00	8.00	91.00		8094.00	42705.00	
"Serooskerke [Schouwen]"	11014.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1175.00		9001.00	9.00	93.00	32.00	4647.00	41308.00	
"Serooskerke [Walcheren]"	11256.00	1/1/1812 0:00:00	7/1/1967 0:00:00	1176.00	707.00	9050.00	9.00	96.00		3101.00	39822.00	
"Sevenum"	10045.00	6/13/1836 0:00:00	1/1/2009 0:00:00	964.00	964.00	11115.00	11.00	120.00	37.00	19700.00	37962.00	
"Sexbierum"	10156.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"s-Graveland"	10534.00	1/1/1812 0:00:00	1/1/2002 0:00:00	390.00	390.00	7001.00	7.00	65.00	24.00	13748.00	47244.00	
"s-Gravenambacht"	10935.00	4/1/1817 0:00:00	1/1/1832 0:00:00	1320.00			8.00					
"s-Gravendeel"	10052.00	1/1/1812 0:00:00	1/1/2009 0:00:00	517.00	517.00	8134.00	8.00	90.00	30.00	9983.00	41959.00	
"s-Gravenhage"	11434.00	1/1/1812 0:00:00	1/1/2009 0:00:00	518.00	518.00	8034.00	8.00	79.00	26.00	8121.00	45538.00	
"s-Gravenhoek"	11420.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"s-Gravenmoer"	10469.00	1/1/1812 0:00:00	1/1/1997 0:00:00	787.00	787.00	10005.00	10.00	106.00	33.00	12389.00	40856.00	
"s-Gravenpolder"	11059.00	1/1/1812 0:00:00	1/1/1970 0:00:00	666.00	666.00	9008.00	9.00	97.00		5105.00	38626.00	
"s-Gravenzande"	10640.00	1/1/1812 0:00:00	1/1/2004 0:00:00	519.00	519.00	8054.00	8.00	81.00	27.00	6914.00	44492.00	
"s-Gravesloot"	10882.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1321.00		6078.00	6.00	49.00		12003.00	45681.00	
"s-Heer Abtskerke"	10337.00	1/1/1812 0:00:00	1/1/1970 0:00:00	669.00	669.00	9025.00	9.00	97.00		4817.00	38894.00	
"s-Heer Arendskerke"	10875.00	1/1/1812 0:00:00	1/1/1970 0:00:00	670.00	670.00	9021.00	9.00	97.00	32.00	4302.00	38874.00	
"s-Heer Hendrikskinderen"	10117.00	1/1/1812 0:00:00	10/2/1857 0:00:00	1326.00		9112.00	9.00	97.00		4850.00	39173.00	
"s-Heerenberg"	10350.00	1/1/1812 0:00:00	1/30/1820 0:00:00				5.00					
"s-Heerenhoek"	10721.00	1/1/1812 0:00:00	1/1/1970 0:00:00	671.00	671.00	9023.00	9.00	97.00	32.00	4224.00	38744.00	
"s-Hertogenbosch"	10054.00	1/1/1812 0:00:00	1/1/2009 0:00:00	796.00	796.00	10120.00	10.00	109.00		14891.00	41199.00	
"Siddeburen"	11323.00	1/1/1812 0:00:00	1/1/1826 0:00:00				1.00					
"Sijbekarspel"	11167.00	1/1/1812 0:00:00	1/1/1979 0:00:00	447.00	447.00	7099.00	7.00	54.00	18.00	12939.00	52470.00	
"Simpelveld"	10515.00	1/1/1812 0:00:00	1/1/2009 0:00:00	965.00	965.00	11121.00	11.00	125.00	39.00	19728.00	31646.00	
"Sinoutskerke en Baarsdorp"	10449.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Sint Anna ter Muiden"	11012.00	1/1/1812 0:00:00	7/31/1880 0:00:00	1177.00		9116.00	9.00	98.00		1443.00	37169.00	
"Sint Annaland"	11200.00	1/1/1812 0:00:00	7/1/1971 0:00:00	708.00	708.00	9073.00	9.00	94.00	32.00	6472.00	40161.00	
"Sint Annaparochie"	10128.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Sint Anthoniepolder"	10113.00	4/1/1817 0:00:00	1/1/1832 0:00:00	1372.00		8242.00	8.00	90.00		9607.00	42239.00	
"Sint Anthonis"	11415.00	7/4/1995 0:00:00	1/1/2009 0:00:00	1702.00			10.00					
"Sint Anthonis en Ledeacker"	11415.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Sint Geertruid"	10288.00	3/6/1828 0:00:00	1/1/1982 0:00:00	966.00	966.00	11024.00	11.00	127.00	39.00	18265.00	31190.00	
"Sint Jacobiparochie"	10951.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Sint Jansteen"	10864.00	1/1/1812 0:00:00	4/1/1970 0:00:00	709.00	709.00	9103.00	9.00	100.00	31.00	5958.00	36563.00	
"Sint Johannesga"	10813.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Sint Joosland"	10632.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Sint Kruis"	10235.00	1/1/1812 0:00:00	4/1/1941 0:00:00	1178.00		9088.00	9.00	98.00		2378.00	36719.00	
"Sint Laurens"	10106.00	1/1/1812 0:00:00	7/1/1966 0:00:00	1179.00		9052.00	9.00	96.00	32.00	3133.00	39517.00	
"Sint Maarten"	10740.00	1/1/1812 0:00:00	1/1/1990 0:00:00	445.00	445.00	7042.00	7.00	53.00	18.00	11213.00	52986.00	
"Sint Maartensdijk"	10716.00	1/1/1812 0:00:00	7/1/1971 0:00:00	711.00	711.00	9074.00	9.00	94.00	32.00	6267.00	39792.00	
"Sint Maartensregt"	10112.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1373.00		8198.00	8.00	82.00		8402.00	44417.00	
"Sint Odiliënberg"	10278.00	1/1/1812 0:00:00	1/1/1991 0:00:00	967.00	967.00	11071.00	11.00	122.00	38.00	19803.00	35123.00	
"Sint Pancras"	10513.00	5/1/1817 0:00:00	1/1/1990 0:00:00	446.00	446.00	7009.00	7.00	53.00	19.00	11423.00	51948.00	
"Sint Philipsland"	10394.00	1/1/1812 0:00:00	1/1/1995 0:00:00	712.00	712.00	9071.00	9.00	94.00	32.00	6913.00	40467.00	
"Sint Pieter"	10137.00	1/1/1812 0:00:00	1/1/1920 0:00:00	1180.00		11123.00	11.00	126.00		17618.00	31516.00	
"Sint-Michielsgestel"	10496.00	1/1/1812 0:00:00	1/1/2009 0:00:00	845.00	845.00	10124.00	10.00	110.00		15161.00	40675.00	
"Sint-Oedenrode"	10399.00	1/1/1812 0:00:00	1/1/2009 0:00:00	846.00	846.00	10091.00	10.00	112.00		15946.00	39828.00	
"Sirjansland"	11211.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Sittard"	11230.00	1/1/1812 0:00:00	1/1/2001 0:00:00	968.00	968.00	11061.00	11.00	124.00	39.00	18727.00	33508.00	
"Sittard-Geleen"	11230.00	1/1/2001 0:00:00	1/1/2009 0:00:00	1883.00			11.00					
"Skarsterlân"	10022.00	3/1/1985 0:00:00	1/1/2009 0:00:00	51.00	51.00	2048.00	2.00	10.00	6.00			
"Sleen"	10489.00	7/13/1819 0:00:00	1/1/1998 0:00:00	130.00	130.00	3012.00	3.00	17.00	8.00	25043.00	53294.00	
"Slenaken"	11274.00	1/1/1812 0:00:00	1/1/1982 0:00:00	969.00	969.00	11021.00	11.00	127.00	39.00	18843.00	30918.00	
"Sliedrecht"	11331.00	1/1/1812 0:00:00	1/1/2009 0:00:00	610.00	610.00	8127.00	8.00	76.00	30.00	11383.00	42533.00	
"Slochteren"	10747.00	1/1/1812 0:00:00	1/1/2009 0:00:00	40.00	40.00	1051.00	1.00	4.00	3.00	24789.00	58344.00	
"Sloten [Fr]"	10867.00	1/1/1812 0:00:00	1/1/1984 0:00:00	89.00	89.00	2001.00	2.00	10.00	5.00	17253.00	54485.00	
"Sloten [NH]"	10148.00	1/1/1812 0:00:00	1/1/1921 0:00:00	1181.00		7130.00	7.00	63.00		11586.00	48639.00	
"Sluipwijk"	11402.00	1/1/1812 0:00:00	7/1/1870 0:00:00	1182.00		8204.00	8.00	74.00		11127.00	45016.00	
"Sluis [1]"	10895.00	1/1/1812 0:00:00	1/1/1995 0:00:00	713.00	713.00	9084.00	9.00	98.00	31.00	1566.00	37162.00	
"Sluis [2]"	10895.00	1/1/2003 0:00:00	1/1/2009 0:00:00	1714.00			9.00					
"Sluis-Aardenburg"	11020.00	1/1/1995 0:00:00	1/1/2003 0:00:00	1698.00			9.00					
"Smallingerland"	10405.00	10/1/1816 0:00:00	1/1/2009 0:00:00	90.00	90.00	2032.00	2.00	9.00	6.00	19758.00	56972.00	
"Smilde"	11033.00	1/1/1812 0:00:00	1/1/1998 0:00:00	131.00	131.00	3022.00	3.00	17.00	7.00	22492.00	55049.00	
"Sneek"	11421.00	1/1/1812 0:00:00	1/1/2009 0:00:00	91.00	91.00	2006.00	2.00	10.00	5.00	17315.00	55980.00	
"Snelrewaard"	10802.00	4/1/1817 0:00:00	1/1/1989 0:00:00	341.00	341.00	6048.00	6.00	49.00	17.00	12135.00	44987.00	
"Soerendonk en Sterksel"	10047.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Soerendonk, Sterksel en Gastel"	10047.00	1/1/1821 0:00:00	1/1/1925 0:00:00	1183.00		10176.00	10.00	117.00		16909.00	37179.00	
"Soest"	11021.00	1/1/1812 0:00:00	1/1/2009 0:00:00	342.00	342.00	6016.00	6.00	44.00	17.00	14917.00	46303.00	
"Someren"	10203.00	1/1/1812 0:00:00	1/1/2009 0:00:00	847.00	847.00	10060.00	10.00	118.00	36.00	17703.00	37497.00	
"Sommelsdijk"	11097.00	1/1/1812 0:00:00	1/1/1966 0:00:00	1184.00	611.00	8173.00	8.00	92.00		6936.00	41936.00	
"Son en Breugel"	10549.00	1/1/1812 0:00:00	1/1/2009 0:00:00	848.00	848.00	10073.00	10.00	114.00	36.00	16156.00	39166.00	
"Sonnega"	10937.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Spaarndam"	10192.00	1/1/1812 0:00:00	5/1/1927 0:00:00	1185.00		7131.00	7.00	60.00		10663.00	49214.00	
"Spaarnwoude"	10508.00	1/1/1812 0:00:00	9/8/1857 0:00:00	1374.00		7140.00	7.00	62.00		10791.00	49021.00	
"Spanbroek"	10063.00	1/1/1812 0:00:00	7/1/1959 0:00:00	1186.00		7056.00	7.00	54.00		12481.00	52169.00	
"Spaubeek"	10552.00	1/1/1812 0:00:00	1/1/1982 0:00:00	970.00	970.00	11053.00	11.00	124.00	39.00	18666.00	32749.00	
"Spijk"	11397.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1375.00		8243.00	8.00	77.00		12861.00	42906.00	
"Spijkenisse"	10735.00	1/1/1812 0:00:00	1/1/2009 0:00:00	612.00	612.00	8155.00	8.00	91.00		8017.00	43063.00	
"Sprang"	10659.00	1/1/1812 0:00:00	1/1/1923 0:00:00	1187.00		10107.00	10.00	106.00		13125.00	40950.00	
"Sprang-Capelle"	11233.00	1/1/1923 0:00:00	1/1/1997 0:00:00	849.00	849.00	10107.00	10.00	106.00	34.00	13125.00	40950.00	
"St.Anthonis"	11415.00	1/1/1994 0:00:00	7/4/1995 0:00:00	1691.00			10.00					
"Stad aan 't Haringvliet"	11239.00	4/1/1817 0:00:00	1/1/1966 0:00:00	1188.00	613.00	8176.00	8.00	92.00		7479.00	41744.00	
"Stad Almelo"	11053.00	7/1/1818 0:00:00	1/1/1914 0:00:00	1189.00		4055.00	4.00	24.00		24160.00	48609.00	
"Stad Delden"	10913.00	7/1/1818 0:00:00	1/1/2001 0:00:00	179.00	179.00	4005.00	4.00	24.00	12.00	24585.00	47521.00	
"Stad Doetinchem"	10603.00	1/1/1812 0:00:00	1/1/1920 0:00:00	1190.00		5115.00	5.00	27.00		21681.00	44137.00	
"Stad Hardenberg"	11169.00	7/1/1818 0:00:00	5/1/1941 0:00:00	1191.00		4006.00	4.00	21.00		24207.00	50866.00	
"Stad Ommen"	10381.00	7/1/1818 0:00:00	5/1/1923 0:00:00	1192.00		4059.00	4.00	21.00		22393.00	50764.00	
"Stad Vollenhove"	11183.00	7/1/1818 0:00:00	2/1/1942 0:00:00	1193.00		4001.00	4.00	19.00		19328.00	52140.00	
"Stadskanaal"	10610.00	1/1/1969 0:00:00	1/1/2009 0:00:00	37.00	37.00	1011.00	1.00	4.00	1.00	26468.00	55735.00	
"Standdaarbuiten"	11212.00	1/1/1812 0:00:00	1/1/1997 0:00:00	850.00	850.00	10024.00	10.00	101.00	33.00	9552.00	40468.00	
"Staphorst"	11362.00	1/1/1812 0:00:00	1/1/2009 0:00:00	180.00	180.00	4018.00	4.00	20.00	10.00	21096.00	51666.00	
"Stavenisse"	10619.00	1/1/1812 0:00:00	7/1/1971 0:00:00	714.00	714.00	9072.00	9.00	94.00	32.00	5993.00	40037.00	
"Staveren"	10240.00	1/1/1812 0:00:00	1/1/1979 0:00:00	1257.00		2004.00	2.00	10.00	5.00	15387.00	54351.00	
"Stavoren"	10240.00	1/1/1979 0:00:00	1/1/1984 0:00:00	92.00	92.00	2004.00	2.00	10.00	5.00	15387.00	54351.00	
"Stede Broec"	11337.00	1/1/1979 0:00:00	1/1/2009 0:00:00	532.00	532.00	7034.00	7.00	54.00	18.00	14283.00	52425.00	
"Stedum"	10771.00	1/1/1812 0:00:00	1/1/1990 0:00:00	41.00	41.00	1053.00	1.00	1.00	2.00	24269.00	59553.00	
"Steenbergen"	10731.00	1/1/1812 0:00:00	1/1/2009 0:00:00	1376.00	851.00	10010.00	10.00	101.00	33.00	8129.00	40042.00	
"Steenderen"	10497.00	1/1/1812 0:00:00	1/1/2005 0:00:00	280.00	280.00	5080.00	5.00	28.00	14.00	21027.00	45260.00	
"Steenwijk"	10546.00	1/1/1812 0:00:00	1/1/2003 0:00:00	181.00	181.00	4014.00	4.00	19.00	10.00	20446.00	53373.00	
"Steenwijkerland"	10546.00	1/1/2003 0:00:00	1/1/2009 0:00:00	1708.00			4.00					
"Steenwijkerwold"	11347.00	1/1/1812 0:00:00	1/1/1973 0:00:00	182.00	182.00	4012.00	4.00	19.00	10.00	20145.00	53402.00	
"Stein [Li]"	11319.00	1/1/1812 0:00:00	1/1/2009 0:00:00	971.00	971.00	11059.00	11.00	124.00	39.00	18158.00	33191.00	
"Stein [ZH]"	11437.00	4/1/1817 0:00:00	7/1/1870 0:00:00	1194.00		8205.00	8.00	74.00		11203.00	44734.00	
"Stellendam"	10087.00	4/1/1817 0:00:00	1/1/1966 0:00:00	1195.00	614.00	8169.00	8.00	92.00		6322.00	42503.00	
"Sterkenburg"	10697.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1377.00		6086.00	6.00	44.00		14812.00	44819.00	
"Stevensweert"	11203.00	1/1/1812 0:00:00	1/1/1991 0:00:00	972.00	972.00	11068.00	11.00	122.00	38.00	18703.00	34916.00	
"Stichts Loenen"	11202.00	5/1/1817 0:00:00	1/1/1820 0:00:00				6.00					
"Stiens"	10851.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Stiphout"	11386.00	1/1/1812 0:00:00	1/1/1968 0:00:00	1196.00	852.00	10075.00	10.00	115.00		16983.00	38916.00	
"Stolwijk"	11250.00	1/1/1812 0:00:00	1/1/1985 0:00:00	615.00	615.00	8066.00	8.00	75.00	28.00	11169.00	44262.00	
"Stompwijk"	10742.00	4/1/1817 0:00:00	1/1/1938 0:00:00	1197.00		8188.00	8.00	80.00		8845.00	45500.00	
"Stoppeldijk"	10100.00	1/1/1812 0:00:00	7/1/1936 0:00:00	1198.00		9049.00	9.00	100.00		5788.00	37124.00	
"Stormpolder"	10108.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1378.00		8244.00	8.00	88.00		9878.00	43541.00	
"Stoutenburg"	10438.00	1/1/1818 0:00:00	6/1/1969 0:00:00	343.00	343.00	6018.00	6.00	43.00	17.00	15997.00	46216.00	
"Stramproy"	11186.00	1/1/1812 0:00:00	1/1/1998 0:00:00	973.00	973.00	11105.00	11.00	123.00	38.00	17705.00	35629.00	
"Stratum"	10172.00	1/1/1812 0:00:00	1/1/1920 0:00:00	1199.00		10177.00	10.00	113.00		16211.00	38186.00	
"Streefkerk"	11105.00	1/1/1812 0:00:00	1/1/1986 0:00:00	616.00	616.00	8095.00	8.00	77.00	30.00	11296.00	43498.00	
"Strevelshoek"	10553.00	4/1/1817 0:00:00	1/1/1846 0:00:00	1380.00		8245.00	8.00	87.00		9912.00	42906.00	
"Strijen"	10558.00	1/1/1812 0:00:00	1/1/2009 0:00:00	617.00	617.00	8137.00	8.00	90.00	29.00	9721.00	41766.00	
"Strijensas"	11429.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1381.00		8225.00	8.00	90.00		9880.00	41413.00	
"Strijp"	10521.00	1/1/1812 0:00:00	1/1/1920 0:00:00	1201.00		10178.00	10.00	113.00		15755.00	38389.00	
"Strucht"	11034.00	1/1/1812 0:00:00	1/2/1879 0:00:00	1200.00		11124.00	11.00	127.00		18826.00	31728.00	
"Surhuizum"	11326.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Susteren"	10457.00	1/1/1812 0:00:00	1/1/2003 0:00:00	974.00	974.00	11065.00	11.00	124.00	39.00	18842.00	34273.00	
"Swalmen"	10474.00	1/1/1812 0:00:00	1/1/2009 0:00:00	975.00	975.00	11079.00	11.00	122.00	38.00	20077.00	35996.00	
"'t Woud"	11446.00	1/1/1812 0:00:00	4/1/1817 0:00:00				8.00					
"'t Zandt"	10956.00	1/1/1812 0:00:00	1/1/1990 0:00:00	54.00	54.00	1049.00	1.00	1.00	2.00	24892.00	59985.00	
"Teckop"	10499.00	4/1/1817 0:00:00	9/8/1857 0:00:00	1382.00		6079.00	6.00	49.00		12343.00	46050.00	
"Tegelen"	11333.00	1/1/1812 0:00:00	1/1/2001 0:00:00	976.00	976.00	11082.00	11.00	121.00	37.00	20811.00	37223.00	
"Tempel"	10175.00	4/1/1817 0:00:00	8/15/1855 0:00:00	1383.00		8246.00	8.00	83.00		9070.00	44334.00	
"Ten Boer"	10891.00	1/1/1812 0:00:00	1/1/2009 0:00:00	9.00	9.00	1052.00	1.00	1.00	3.00	24289.00	58770.00	
"Ter Aar"	11104.00	1/1/1812 0:00:00	1/1/2009 0:00:00	480.00	480.00	8026.00	8.00	72.00	28.00	10922.00	46589.00	
"Ter Neuzen"	10704.00	7/15/1877 0:00:00	6/4/1940 0:00:00				9.00					
"Terborg"	10034.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Terheijden"	10905.00	1/1/1812 0:00:00	1/1/1997 0:00:00	853.00	853.00	10034.00	10.00	104.00	33.00	10812.00	40675.00	
"Termunten"	11023.00	1/1/1812 0:00:00	1/1/1990 0:00:00	42.00	42.00	1025.00	1.00	3.00	2.00	26282.00	58814.00	
"Ternaard"	10129.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Terneuzen"	10704.00	6/4/1940 0:00:00	1/1/2009 0:00:00	715.00	715.00	9097.00	9.00	99.00	31.00	4608.00	36968.00	
"Terschelling"	11210.00	9/1/1942 0:00:00	1/1/2009 0:00:00	93.00	93.00	2044.00	2.00	13.00	4.00			"x"
"Terschelling"	11210.00	1/1/1812 0:00:00	9/1/1942 0:00:00	93.00	93.00	7124.00	7.00	13.00		15338.00	60103.00	
"Teteringen"	10677.00	1/1/1812 0:00:00	1/1/1997 0:00:00	854.00	854.00	10035.00	10.00	104.00	33.00	11457.00	40240.00	
"Texel"	10237.00	1/1/1812 0:00:00	1/1/2009 0:00:00	448.00	448.00	7122.00	7.00	50.00	18.00	11570.00	56648.00	
"Teylingen"	10017.00	1/1/2006 0:00:00	1/1/2009 0:00:00	1525.00			8.00					
"Thamen"	10403.00	1/1/1818 0:00:00	2/10/1820 0:00:00				7.00					
"Tholen"	10376.00	1/1/1812 0:00:00	1/1/2009 0:00:00	716.00	716.00	9078.00	9.00	94.00	32.00	7134.00	39599.00	
"Thorn"	11195.00	1/1/1812 0:00:00	1/1/2009 0:00:00	977.00	977.00	11091.00	11.00	123.00	38.00	18714.00	35325.00	
"Tiel"	10027.00	1/1/1812 0:00:00	1/1/2009 0:00:00	281.00	281.00	5051.00	5.00	38.00	16.00	15778.00	43536.00	
"Tienhoven [Ut]"	10035.00	1/1/1812 0:00:00	7/1/1957 0:00:00	1202.00		6008.00	6.00	48.00		13368.00	46392.00	
"Tienhoven [ZH]"	10706.00	4/1/1817 0:00:00	1/1/1986 0:00:00	618.00	618.00	8004.00	8.00	77.00	30.00	12445.00	43990.00	
"Tietjerksteradeel"	11241.00	10/1/1816 0:00:00	1/1/1989 0:00:00	94.00	94.00	2034.00	2.00	9.00	4.00	19410.00	57914.00	
"Tilburg"	10792.00	1/1/1812 0:00:00	1/1/2009 0:00:00	855.00	855.00	10042.00	10.00	107.00	34.00	13049.00	39819.00	
"Tjalleberd"	10157.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Tjerkwerd"	11196.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Tjum"	10404.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Tolsteeg"	10415.00	1/1/1818 0:00:00	8/1/1823 0:00:00				6.00					
"Tongelre"	11240.00	1/1/1812 0:00:00	1/1/1920 0:00:00	1203.00		10179.00	10.00	113.00		16340.00	38466.00	
"Tubbergen"	10694.00	1/1/1812 0:00:00	1/1/2009 0:00:00	183.00	183.00	4046.00	4.00	24.00	12.00	25187.00	49127.00	
"Tudderen"	10794.00	4/23/1949 0:00:00	8/1/1963 0:00:00	1204.00		11125.00	11.00	124.00	15.00			
"Tull en 't Waal"	11022.00	1/1/1818 0:00:00	1/1/1962 0:00:00	1205.00		6004.00	6.00	45.00	17.00	13992.00	44406.00	
"Twello"	10846.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Twenterand"	10643.00	6/1/2002 0:00:00	1/1/2009 0:00:00	1700.00			4.00					
"Twisk"	10371.00	1/1/1812 0:00:00	1/1/1979 0:00:00	449.00	449.00	7037.00	7.00	54.00	18.00	13272.00	52820.00	
"Tynaarlo"	10002.00	12/1/1999 0:00:00	1/1/2009 0:00:00	1730.00			3.00					
"Tytsjerksteradiel"	11241.00	1/1/1989 0:00:00	1/1/2009 0:00:00	737.00	737.00	2034.00	2.00	9.00	4.00	19410.00	57914.00	
"Ubach over Worms"	10146.00	1/1/1812 0:00:00	1/1/1982 0:00:00	978.00	978.00	11014.00	11.00	125.00	39.00	20153.00	32565.00	
"Ubbergen"	10408.00	1/1/1818 0:00:00	1/1/2009 0:00:00	282.00	282.00	5031.00	5.00	40.00	15.00	19406.00	42855.00	
"Uden"	11141.00	1/1/1812 0:00:00	1/1/2009 0:00:00	856.00	856.00	10141.00	10.00	112.00		17351.00	40844.00	
"Udenhout"	11268.00	1/1/1812 0:00:00	1/1/1997 0:00:00	857.00	857.00	10097.00	10.00	108.00	34.00	13853.00	40325.00	
"Uitgeest"	11238.00	1/1/1812 0:00:00	1/1/2009 0:00:00	450.00	450.00	7063.00	7.00	55.00	20.00	11145.00	50375.00	
"Uithoorn"	11206.00	1/1/1812 0:00:00	1/1/2009 0:00:00	451.00	451.00	7018.00	7.00	62.00	23.00	11603.00	47249.00	
"Uithuizen"	11137.00	1/1/1812 0:00:00	1/1/1979 0:00:00	43.00	43.00	1030.00	1.00	1.00	3.00	24112.00	60497.00	
"Uithuizermeeden"	10246.00	1/1/1812 0:00:00	1/1/1979 0:00:00	44.00	44.00	1029.00	1.00	1.00	3.00	24765.00	60469.00	
"Ulestraten"	11220.00	1/1/1812 0:00:00	1/1/1982 0:00:00	979.00	979.00	11048.00	11.00	124.00	39.00	18235.00	32433.00	
"Ulrum"	10180.00	1/1/1812 0:00:00	1/1/1992 0:00:00	45.00	45.00	1036.00	1.00	1.00	3.00	21727.00	59647.00	
"Ureterp"	10005.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Urk"	10783.00	1/1/1812 0:00:00	4/1/1950 0:00:00	184.00	184.00	4064.00	7.00	25.00	10.00	16952.00	51921.00	"x"
"Urk"	10783.00	4/1/1950 0:00:00	1/1/1984 0:00:00	184.00	184.00	7132.00	4.00	25.00	10.00	16952.00	51921.00	"x"
"Urk"	10783.00	1/1/1984 0:00:00	1/1/2009 0:00:00	184.00	184.00	12064.00	12.00	40.00		16952.00	51921.00	
"Urmond"	10700.00	1/1/1812 0:00:00	1/1/1982 0:00:00	980.00	980.00	11060.00	11.00	124.00	39.00	18225.00	33439.00	
"Ursem"	10696.00	1/1/1812 0:00:00	1/1/1979 0:00:00	452.00	452.00	7052.00	7.00	54.00	18.00	12204.00	51610.00	
"Usquert"	11035.00	1/1/1812 0:00:00	1/1/1990 0:00:00	46.00	46.00	1031.00	1.00	1.00	3.00	23182.00	60902.00	
"Utingeradeel"	10140.00	10/1/1816 0:00:00	1/1/1984 0:00:00	95.00	95.00	2031.00	2.00	10.00	6.00	18667.00	56069.00	
"Utrecht"	10722.00	1/1/1812 0:00:00	1/1/2009 0:00:00	344.00	344.00	6037.00	6.00	47.00	17.00	13501.00	45568.00	
"Utrechtse Heuvelrug"	10777.00	1/1/2006 0:00:00	1/1/2009 0:00:00	1581.00			6.00					
"Vaals"	10007.00	1/1/1812 0:00:00	1/1/2009 0:00:00	981.00	981.00	11019.00	11.00	127.00	39.00	19662.00	31015.00	
"Vaassen"	11380.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Vaesrade"	10509.00	1/1/1812 0:00:00	7/26/1821 0:00:00				11.00					
"Valburg"	11071.00	1/1/1818 0:00:00	1/1/2001 0:00:00	283.00	283.00	5056.00	5.00	37.00	15.00	18145.00	43521.00	
"Valkenburg [Li]"	11077.00	1/1/1812 0:00:00	7/15/1941 0:00:00	1252.00		11120.00	11.00	127.00		18753.00	31962.00	
"Valkenburg [ZH]"	10028.00	4/1/1817 0:00:00	1/1/2006 0:00:00	619.00	619.00	8102.00	8.00	69.00	25.00	8904.00	46507.00	
"Valkenburg aan de Geul"	11077.00	1/1/1981 0:00:00	1/1/2009 0:00:00	994.00	994.00	11120.00	11.00	127.00	39.00	18753.00	31962.00	
"Valkenburg-Houthem"	11077.00	7/15/1941 0:00:00	1/1/1981 0:00:00	982.00	982.00	11120.00	11.00	127.00	39.00	18753.00	31962.00	
"Valkenisse [Walcheren]"	10779.00	7/1/1966 0:00:00	1/1/1997 0:00:00	720.00	720.00	9044.00	9.00	96.00	32.00	2266.00	39292.00	
